[2026-02-25 21:35:33] ID: 241 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1368 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1924 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 97 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 982 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3598 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3367 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 772 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3167 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3184 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3611 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1570 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1149 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3340 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 725 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1936 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3627 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1837 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3636 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3631 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3383 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3639 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 856 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3633 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3647 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3347 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3375 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3652 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 880 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1148 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 540 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3182 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1918 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1167 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3166 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1136 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3374 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3371 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3686 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3690 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 587 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3692 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 447 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3702 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 82 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3704 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3368 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1175 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1472 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 497 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3718 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3725 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3723 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3717 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3732 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3736 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3737 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1713 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 590 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3373 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 274 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3745 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3747 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1841 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3384 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3169 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3376 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1939 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 452 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1276 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 852 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3770 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 635 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3778 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3779 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 976 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3785 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1854 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 510 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 323 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3796 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1064 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3797 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 456 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3805 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3803 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3804 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1726 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3799 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3818 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3821 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 599 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3811 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3829 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1969 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3343 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1099 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3346 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1195 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1716 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3852 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3853 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 67 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1971 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3859 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1972 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1437 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1190 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 463 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 998 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 464 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 491 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3898 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3874 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1283 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1910 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3185 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1102 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3880 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1181 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 684 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3879 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3378 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 149 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1855 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3186 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 943 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3388 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 936 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1979 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3922 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1978 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3921 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3183 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1107 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3359 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1983 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3348 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3935 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3168 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3938 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3933 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 470 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1813 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1414 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1564 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1912 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3380 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 807 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 533 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3953 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 499 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 472 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3739 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3377 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3385 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1489 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1988 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3764 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3979 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3988 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3989 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3341 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1993 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4008 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 727 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 891 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 397 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1732 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3349 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 448 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3996 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4026 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 989 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4032 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 418 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1992 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4027 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1556 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4038 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4039 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4003 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1950 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4050 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1183 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 105 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 267 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4061 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 2002 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1328 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3187 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 853 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3399 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1471 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3397 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3188 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1492 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 314 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4106 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4101 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1224 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 503 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4103 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1659 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1023 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1503 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4112 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3400 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3190 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 768 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3395 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3394 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3192 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4140 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 455 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 804 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4138 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3396 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3398 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1712 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3350 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 886 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3381 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 479 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1655 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4163 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4162 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4158 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1701 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 826 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 249 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4190 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 950 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 490 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4194 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4201 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4205 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1638 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3379 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 859 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3386 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3401 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3195 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4211 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4212 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3173 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1371 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 310 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4206 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1268 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4225 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4226 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3393 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3402 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1856 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3342 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3193 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1307 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 493 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4259 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4258 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4257 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 2037 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1285 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1579 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4271 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4273 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 4276 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 172 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 292 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 415 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3189 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 2043 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1385 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 3352 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1045 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 322 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1825 | Sim: Raw | Estado: FALLIDA
[2026-02-25 21:35:34] ID: 1750 | Sim: Raw | Estado: FALLIDA
